date,Open,High,Low,Close,Adj Close,Volume,change,Change-close
2014-07-25,7828.200195,7840.950195,7748.600098,7790.450195,7790.450195,153900,-2.399903,-40.149903
2014-07-28,7792.899902,7799.899902,7722.649902,7748.700195,7748.700195,116500,2.449707,-41.75
2014-07-30,7746.200195,7798.700195,7707.600098,7791.399902,7791.399902,178100,-2.5,42.699707
2014-07-31,7784.649902,7791.850098,7711.149902,7721.299805,7721.299805,208900,-6.75,-70.100097
2014-08-01,7662.5,7716.700195,7593.899902,7602.600098,7602.600098,181100,-58.799805,-118.699707
2014-08-04,7639.549805,7694.799805,7622.049805,7683.649902,7683.649902,137000,36.949707,81.049804
2014-08-05,7706.649902,7752.450195,7638.049805,7746.549805,7746.549805,128200,23,62.899903
2014-08-06,7726.149902,7740.950195,7658.950195,7672.049805,7672.049805,116400,-20.399903,-74.5
2014-08-07,7651.149902,7708.950195,7630.399902,7649.25,7649.25,116800,-20.899903,-22.799805
2014-08-08,7588.700195,7592.450195,7540.100098,7568.549805,7568.549805,118400,-60.549805,-80.700195
2014-08-11,7619.850098,7635.549805,7598.600098,7625.950195,7625.950195,107000,51.300293,57.40039
2014-08-12,7688.799805,7735.75,7654.799805,7727.049805,7727.049805,120600,62.84961,101.09961
2014-08-13,7717.299805,7757.100098,7695.700195,7739.549805,7739.549805,154100,-9.75,12.5
2014-08-14,7756.149902,7796.700195,7739.100098,7791.700195,7791.700195,127300,16.600097,52.15039
2014-08-18,7785.25,7880.5,7779.200195,7874.25,7874.25,126700,-6.450195,82.549805
2014-08-19,7901,7918.549805,7881.149902,7897.5,7897.5,140600,26.75,23.25
2014-08-20,7915.799805,7922.700195,7864.049805,7875.299805,7875.299805,117300,18.299805,-22.200195
2014-08-21,7875.350098,7919.649902,7855.950195,7891.100098,7891.100098,115200,0.050293,15.800293
2014-08-22,7904.549805,7929.049805,7900.049805,7913.200195,7913.200195,104100,13.449707,22.100097
2014-08-25,7931.75,7968.25,7897.950195,7906.299805,7906.299805,118500,18.549805,-6.90039
2014-08-26,7874.5,7915.450195,7862.450195,7904.75,7904.75,142800,-31.799805,-1.549805
2014-08-27,7933.899902,7946.850098,7916.549805,7936.049805,7936.049805,120000,29.149902,31.299805
2014-08-28,7942.25,7967.799805,7939.200195,7954.350098,7954.350098,189700,6.200195,18.300293
2014-09-01,7990.350098,8035,7984,8027.700195,8027.700195,139300,36,73.350097
2014-09-02,8038.600098,8101.950195,8036.549805,8083.049805,8083.049805,134900,10.899903,55.34961
2014-09-03,8110.850098,8141.899902,8092.25,8114.600098,8114.600098,150700,27.800293,31.550293
2014-09-04,8114.200195,8114.799805,8060.899902,8095.950195,8095.950195,141300,-0.399903,-18.649903
2014-09-05,8099.899902,8122.700195,8049.850098,8086.850098,8086.850098,126000,3.949707,-9.100097
2014-09-08,8132.950195,8180.200195,8126.149902,8173.899902,8173.899902,120700,46.100097,87.049804
2014-09-09,8161.899902,8174.549805,8126.5,8152.950195,8152.950195,104700,-12,-20.949707
2014-09-10,8135.549805,8135.75,8082.100098,8094.100098,8094.100098,107100,-17.40039,-58.850097
2014-09-11,8115.149902,8127.950195,8057.299805,8085.700195,8085.700195,122800,21.049804,-8.399903
2014-09-12,8087.049805,8114.299805,8071.600098,8105.5,8105.5,111400,1.34961,19.799805
2014-09-15,8070.350098,8077.299805,8030,8042,8042,96500,-35.149902,-63.5
2014-09-16,8036.600098,8044.899902,7925.149902,7932.899902,7932.899902,128000,-5.399902,-109.100098
2014-09-17,7971.5,7990.649902,7936.950195,7975.5,7975.5,123700,38.600098,42.600098
2014-09-18,7950.649902,8120.850098,7939.700195,8114.75,8114.75,116900,-24.850098,139.25
2014-09-19,8129.399902,8160.899902,8105.350098,8121.450195,8121.450195,161300,14.649902,6.700195
2014-09-22,8084.450195,8159.899902,8064.799805,8146.299805,8146.299805,105500,-37,24.84961
2014-09-23,8144.399902,8159.75,8008.100098,8017.549805,8017.549805,140800,-1.899903,-128.75
2014-09-24,8015.549805,8042.049805,7950.049805,8002.399902,8002.399902,182200,-2,-15.149903
2014-09-25,8003.299805,8019.299805,7877.350098,7911.850098,7911.850098,231900,0.899903,-90.549804
2014-09-26,7885.850098,7993.299805,7841.799805,7968.850098,7968.850098,147800,-26,57
2014-09-29,7978.450195,7991.75,7934.700195,7958.899902,7958.899902,97300,9.600097,-9.950196
2014-09-30,7948.799805,8030.899902,7923.850098,7964.799805,7964.799805,141100,-10.100097,5.899903
2014-10-01,7960.5,7977.5,7936.700195,7945.549805,7945.549805,113000,-4.299805,-19.25
2014-10-07,7897.399902,7943.049805,7842.700195,7852.399902,7852.399902,148200,-48.149903,-93.149903
2014-10-08,7828.75,7869.899902,7815.75,7842.700195,7842.700195,135900,-23.649902,-9.699707
2014-10-09,7886.5,7972.350098,7886.5,7960.549805,7960.549805,123800,43.799805,117.84961
2014-10-10,7911,7924.049805,7848.450195,7859.950195,7859.950195,142900,-49.549805,-100.59961
2014-10-13,7831,7901.149902,7796,7884.25,7884.25,118800,-28.950195,24.299805
2014-10-14,7923.25,7928,7825.450195,7864,7864,225500,39,-20.25
2014-10-16,7837.299805,7893.899902,7729.649902,7748.200195,7748.200195,213500,-26.700195,-115.799805
2014-10-17,7733.75,7819.200195,7723.850098,7779.700195,7779.700195,177600,-14.450195,31.5
2014-10-20,7896.950195,7905.950195,7856.950195,7879.399902,7879.399902,176200,117.25,99.699707
2014-10-21,7906.149902,7936.600098,7874.350098,7927.75,7927.75,163400,26.75,48.350098
2014-10-22,7997.799805,8005,7974.549805,7995.899902,7995.899902,151100,70.049805,68.149902
2014-10-27,8027.700195,8064.399902,7985.649902,7991.700195,7991.700195,152400,31.800293,-4.199707
2014-10-28,8002.399902,8037.799805,7995.049805,8027.600098,8027.600098,124100,10.699707,35.899903
2014-10-29,8077.049805,8097.950195,8052.25,8090.450195,8090.450195,148300,49.449707,62.850097
2014-10-30,8085.200195,8181.549805,8085.200195,8169.200195,8169.200195,205700,-5.25,78.75
2014-10-31,8200.799805,8330.75,8198.049805,8322.200195,8322.200195,176200,31.59961,153
2014-11-03,8348.150391,8350.599609,8297.650391,8324.150391,8324.150391,141100,25.950196,1.950196
2014-11-05,8351.25,8365.549805,8323.5,8338.299805,8338.299805,161600,27.099609,14.149414
2014-11-07,8331.849609,8360.349609,8290.25,8337,8337,153400,-6.450196,-1.299805
2014-11-10,8337.799805,8383.049805,8304.450195,8344.25,8344.25,130700,0.799805,7.25
2014-11-11,8354.099609,8378.700195,8321.849609,8362.650391,8362.650391,122000,9.849609,18.400391
2014-11-12,8378.900391,8415.049805,8370.5,8383.299805,8383.299805,125200,16.25,20.649414
2014-11-13,8405.25,8408,8320.349609,8357.849609,8357.849609,127400,21.950195,-25.450196
2014-11-14,8360.700195,8400.650391,8346.799805,8389.900391,8389.900391,146800,2.850586,32.050782
2014-11-17,8378.400391,8438.099609,8349.099609,8430.75,8430.75,113900,-11.5,40.849609
2014-11-18,8441.25,8454.5,8407.25,8425.900391,8425.900391,134700,10.5,-4.849609
2014-11-19,8440.650391,8455.650391,8360.5,8382.299805,8382.299805,125400,14.75,-43.600586
2014-11-20,8406.5,8410.849609,8353.150391,8401.900391,8401.900391,122800,24.200195,19.600586
2014-11-21,8408.200195,8489.799805,8398.599609,8477.349609,8477.349609,137000,6.299804,75.449218
2014-11-24,8490.950195,8534.650391,8490.799805,8530.150391,8530.150391,140700,13.600586,52.800782
2014-11-25,8530.799805,8535.349609,8429.450195,8463.099609,8463.099609,271900,0.649414,-67.050782
2014-11-26,8450.299805,8500.299805,8438.650391,8475.75,8475.75,151900,-12.799804,12.650391
2014-11-27,8477.799805,8506.75,8456.349609,8494.200195,8494.200195,194300,2.049805,18.450195
2014-11-28,8516.799805,8617,8516.25,8588.25,8588.25,197200,22.59961,94.049805
2014-12-01,8605.099609,8623,8545.150391,8555.900391,8555.900391,152000,16.849609,-32.349609
2014-12-02,8535.450195,8560.200195,8504.650391,8524.700195,8524.700195,137400,-20.450196,-31.200196
2014-12-03,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200,4,12.950196
2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500,44.75,26.75
2014-12-05,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300,19.849609,-26.100586
2014-12-08,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800,0.350586,-100.049805
2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300,1.049805,-97.549805
2014-12-10,8318.049805,8376.799805,8317,8355.650391,8355.650391,136700,-22.65039,14.950196
2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900,-16.800782,-62.75
2014-12-12,8302,8321.900391,8216.299805,8224.099609,8224.099609,138100,9.099609,-68.800782
2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100,-63.349609,-4.5
2014-12-16,8172.600098,8189.350098,8052.600098,8067.600098,8067.600098,197300,-46.999511,-151.999511
2014-12-17,8041.200195,8082,7961.350098,8029.799805,8029.799805,216200,-26.399903,-37.800293
2014-12-18,8138.899902,8174.299805,8084.899902,8159.299805,8159.299805,162100,109.100097,129.5
2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800,71.15039,65.90039
2014-12-22,8255,8330.950195,8228.200195,8324,8324,139200,29.799805,98.799805
2014-12-23,8324.599609,8364.75,8252.849609,8267,8267,132200,0.599609,-57
2014-12-24,8272.049805,8286.400391,8155.25,8174.100098,8174.100098,221900,5.049805,-92.899902
2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500,30.699707,26.600097
2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100,14,45.59961
2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700,14,1.950195
2014-12-31,8243.900391,8291,8243.75,8282.700195,8282.700195,84500,-4.349609,34.450195
2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900,6,112.75
2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200,12.5,-17.049804
2015-01-06,8325.299805,8327.849609,8111.350098,8127.350098,8127.350098,172800,-53.100586,-251.050293
2015-01-07,8118.649902,8151.200195,8065.450195,8102.100098,8102.100098,164100,-8.700196,-25.25
2015-01-08,8191.399902,8243.5,8167.299805,8234.599609,8234.599609,143800,89.299804,132.499511
2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000,50.850586,49.900391
2015-01-12,8291.349609,8332.599609,8245.599609,8323,8323,103200,6.849609,38.5
2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600,23.150391,-23.599609
2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100,7.849609,-21.850586
2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100,146.950195,216.600586
2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000,9.899414,19.649414
2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400,36.25,36.90039
2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700,24.399414,144.899414
2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900,24.050782,33.900391
2015-01-22,8745.849609,8774.150391,8727,8761.400391,8761.400391,175500,16.349609,31.900391
2015-01-23,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200,66.549804,74.199218
2015-01-27,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000,35.75,74.900391
2015-01-28,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100,-7.75,3.799805
2015-01-29,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300,-12.799805,38.049804
2015-01-30,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300,44.25,-143.449218
2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100,-6.400391,-11.5
2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700,25.75,-40.850586
2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300,32.600586,-32.84961
2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600,9.399414,-12
2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300,-14.850586,-50.65039
2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800,-76.649414,-134.700196
2015-02-10,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200,-48.25,39.200196
2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600,37.75,61.850586
2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800,49.549804,84.149414
2015-02-13,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900,29.950195,93.950195
2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400,25.900391,3.849609
2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600,2.200196,59.75
2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300,13.950196,26.200196
2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600,0.200195,-61.700196
2015-02-23,8856.849609,8869,8736.099609,8754.950195,8754.950195,139600,23.25,-78.649414
2015-02-24,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800,17.950196,7.149414
2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200,39.800782,5.150391
2015-02-26,8779,8786.049805,8669.450195,8683.849609,8683.849609,217500,11.75,-83.400391
2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500,45.650391,160.75
2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100,109.25,112.150391
2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800,6.099609,39.5
2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400,112.900391,-73.599609
2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100,6.75,15.099609
2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500,-46.599609,-181
2015-03-10,8769.75,8778,8677.349609,8712.049805,8712.049805,163800,13,-44.700195
2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800,16.700195,-12.09961
2015-03-12,8740.650391,8787.200195,8732.900391,8776,8776,173900,40.700196,76.049805
2015-03-13,8844.049805,8849.75,8631.75,8647.75,8647.75,179200,68.049805,-128.25
2015-03-16,8656.75,8663.549805,8612,8633.150391,8633.150391,163300,9,-14.599609
2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000,55.949218,90.149414
2015-03-18,8742.900391,8747.25,8664,8685.900391,8685.900391,156400,19.600586,-37.399414
2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500,63.549804,-51.25
2015-03-20,8627.900391,8627.900391,8553,8570.900391,8570.900391,174600,-6.75,-63.75
2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700,20.649414,-20
2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700,-13.850586,-7.950196
2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000,25.950196,-12.15039
2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100,-55.84961,-188.649414
2015-03-27,8396,8413.200195,8269.150391,8341.400391,8341.400391,193000,53.849609,-0.75
2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700,49.549804,150.899414
2015-03-31,8527.599609,8550.450195,8454.150391,8491,8491,167200,35.299804,-1.299805
2015-04-01,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500,-7.299805,95.25
2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900,29.549805,73.650391
2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700,24.549804,0.399414
2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200,38.65039,54.100586
2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700,41.799804,63.899414
2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000,-3.950196,2.049804
2015-04-13,8801.75,8841.650391,8762.099609,8834,8834,121600,21.400391,53.650391
2015-04-16,8757.049805,8760,8645.650391,8706.700195,8706.700195,142900,-76.950195,-127.299805
2015-04-17,8698.049805,8699.849609,8596.700195,8606,8606,150400,-8.65039,-100.700195
2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900,12.799805,-157.900391
2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800,-32,-70.349609
2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800,22.650391,51.950195
2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000,48.5,-31.40039
2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600,7.40039,-93.049805
2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500,25.299805,-91.450195
2015-04-28,8215.549805,8308,8185.149902,8285.599609,8285.599609,174600,1.75,71.799804
2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400,-10.799804,-45.849609
2015-04-30,8224.5,8229.400391,8144.75,8181.5,8181.5,267700,-15.25,-58.25
2015-05-04,8230.049805,8346,8220.450195,8331.950195,8331.950195,131700,48.549805,150.450195
2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500,6.450196,-7.15039
2015-05-06,8316.599609,8331.950195,8083,8097,8097,209600,-8.200196,-227.799805
2015-05-07,8077,8122.600098,7997.149902,8057.299805,8057.299805,161600,-20,-39.700195
2015-05-08,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100,74.200195,134.200195
2015-05-11,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000,51.700195,133.75
2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400,0.900391,-198.299805
2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800,54.59961,108.5
2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800,-3,-11.25
2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800,16.09961,38.149414
2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700,22.600586,111.300782
2015-05-19,8356.200195,8427.799805,8335,8365.650391,8365.650391,140300,-17.450196,-8
2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600,27,57.599609
2015-05-21,8434.5,8446.349609,8382.5,8421,8421,143800,11.25,-2.25
2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300,11.5,37.950195
2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300,-20.799804,-88.700195
2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800,6.849609,-30.900391
2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500,-36.599609,-4.75
2015-05-28,8345.700195,8364.5,8270.150391,8319,8319,232300,11.100586,-15.599609
2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900,8.099609,114.650391
2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200,-16.400391,-0.25
2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800,9.399414,-196.950196
2015-06-03,8232.450195,8236.700195,8094.149902,8135.100098,8135.100098,171400,-4,-101.350097
2015-06-04,8155.149902,8160.049805,8056.75,8130.649902,8130.649902,154700,20.049804,-4.450196
2015-06-05,8119.149902,8191,8100.149902,8114.700195,8114.700195,162100,-11.5,-15.949707
2015-06-08,8124.350098,8131,8030.549805,8044.149902,8044.149902,135900,9.649903,-70.550293
2015-06-09,8026.5,8057.149902,8005.149902,8022.399902,8022.399902,136000,-17.649902,-21.75
2015-06-10,8024.149902,8152.25,8023.799805,8124.450195,8124.450195,136800,1.75,102.050293
2015-06-11,8157.299805,8163.049805,7958.25,7965.350098,7965.350098,166200,32.84961,-159.100097
2015-06-12,7959.850098,7995.600098,7940.299805,7982.899902,7982.899902,136600,-5.5,17.549804
2015-06-15,7986.600098,8057.700195,7944.850098,8013.899902,8013.899902,133000,3.700196,31
2015-06-16,8004.200195,8061.850098,7952.350098,8047.299805,8047.299805,124000,-9.699707,33.399903
2015-06-17,8084.200195,8136.850098,8048.950195,8091.549805,8091.549805,152500,36.90039,44.25
2015-06-18,8113.700195,8186.899902,8101.799805,8174.600098,8174.600098,144800,22.15039,83.050293
2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100,26.550293,50.350097
2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700,34.34961,128.149414
2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700,24.350586,28.450196
2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100,17.850586,-20.700196
2015-06-25,8336.25,8423.150391,8329.5,8398,8398,201200,-24.599609,37.150391
2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600,-4.049805,-16.900391
2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000,-134.049804,-62.699218
2015-06-30,8316.349609,8378,8298.950195,8368.5,8368.5,158500,-2.050782,50.099609
2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800,7.75,84.549805
2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000,18.90039,-8.149414
2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400,-4.800782,40
2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500,-98.75,37.25
2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200,3.349609,-11.350586
2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100,-71.59961,-147.75
2015-07-09,8364.849609,8400.299805,8323,8328.549805,8328.549805,131300,1.799804,-34.5
2015-07-10,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100,37.15039,32
2015-07-13,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800,36.700195,99.100586
2015-07-14,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700,10.949218,-5.550782
2015-07-15,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500,9.300782,69.700196
2015-07-16,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000,22.350586,84.25
2015-07-17,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000,15.600586,1.799804
2015-07-20,8623.900391,8624.099609,8559,8603.450195,8603.450195,90600,14.050782,-6.399414
2015-07-21,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100,-1.950195,-74
2015-07-22,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800,-17.200195,104.049805
2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900,10.450195,-43.700195
2015-07-24,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400,-1.649414,-68.25
2015-07-27,8492.099609,8492.200195,8351.549805,8361,8361,136600,-29.450196,-160.549805
2015-07-28,8371.099609,8397.400391,8321.75,8337,8337,174600,10.099609,-24
2015-07-29,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000,28.599609,38.049805
2015-07-30,8417,8458.900391,8408.299805,8421.799805,8421.799805,215200,41.950195,46.75
2015-07-31,8456.099609,8548.950195,8448,8532.849609,8532.849609,203300,34.299804,111.049804
2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700,-22.199218,10.200196
2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400,21.049804,-26.149414
2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800,30.549804,51.049804
2015-08-06,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900,17.84961,20.700196
2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700,-7.850586,-24.050782
2015-08-10,8577,8621.549805,8497.799805,8525.599609,8525.599609,123400,12.400391,-39
2015-08-11,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400,22.850586,-63.25
2015-08-12,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000,-16.649414,-112.899414
2015-08-13,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200,35,6.399414
2015-08-14,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900,46.5,162.700196
2015-08-17,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700,11.950195,-41.25
2015-08-18,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300,28.549804,-10.75
2015-08-19,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500,1.5,28.600586
2015-08-20,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100,-24.100586,-122.400391
2015-08-21,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300,-67.349609,-72.799805
2015-08-24,8055.950195,8060.049805,7769.399902,7809,7809,312400,-244,-490.950195
2015-08-25,7895.399902,7925.399902,7667.25,7880.700195,7880.700195,299100,86.399902,71.700195
2015-08-26,7865.25,7930.049805,7777.100098,7791.850098,7791.850098,216600,-15.450195,-88.850097
2015-08-27,7921.600098,7963.600098,7862.299805,7948.950195,7948.950195,305000,129.75,157.100097
2015-08-28,8053.700195,8091.799805,7961.649902,8001.950195,8001.950195,195600,104.75,53
2015-08-31,8009.25,8043.600098,7947.950195,7971.299805,7971.299805,198200,7.299805,-30.65039
2015-09-01,7907.950195,7929.100098,7746.5,7785.850098,7785.850098,184900,-63.34961,-185.449707
2015-09-02,7856.649902,7862.549805,7699.25,7717,7717,215300,70.799804,-68.850098
2015-09-03,7774.450195,7845.600098,7754.049805,7823,7823,155800,57.450195,106
2015-09-04,7803.399902,7804.899902,7626.850098,7655.049805,7655.049805,193600,-19.600098,-167.950195
2015-09-07,7685.850098,7705.049805,7545.899902,7558.799805,7558.799805,141400,30.800293,-96.25
2015-09-08,7587.700195,7720.899902,7539.5,7688.25,7688.25,172200,28.90039,129.450195
2015-09-09,7805.850098,7846.049805,7764.549805,7818.600098,7818.600098,208400,117.600098,130.350098
2015-09-10,7729.049805,7819.850098,7678.5,7788.100098,7788.100098,160300,-89.550293,-30.5
2015-09-11,7833.799805,7864.850098,7759.899902,7789.299805,7789.299805,136400,45.699707,1.199707
2015-09-14,7811.100098,7879.950195,7761.850098,7872.25,7872.25,122800,21.800293,82.950195
2015-09-15,7867.350098,7880,7799.75,7829.100098,7829.100098,136500,-4.899902,-43.149902
2015-09-16,7886.850098,7913.899902,7853.299805,7899.149902,7899.149902,140000,57.75,70.049804
2015-09-18,7967.450195,8055,7955.850098,7981.899902,7981.899902,241800,68.300293,82.75
2015-09-21,7911.5,7987.899902,7908.350098,7977.100098,7977.100098,121800,-70.399902,-4.799804
2015-09-22,8014.799805,8021.600098,7787.75,7812,7812,168400,37.699707,-165.100098
2015-09-23,7737.350098,7882.899902,7723.25,7845.950195,7845.950195,146700,-74.649902,33.950195
2015-09-24,7838.399902,7894.5,7804.100098,7868.5,7868.5,202500,-7.550293,22.549805
2015-09-28,7892.799805,7893.950195,7787.950195,7795.700195,7795.700195,136300,24.299805,-72.799805
2015-09-29,7725.700195,7926.549805,7691.200195,7843.299805,7843.299805,240700,-70,47.59961
2015-09-30,7924.25,7957.700195,7874.5,7948.899902,7948.899902,210700,80.950195,105.600097
2015-10-01,7992.049805,8008.25,7930.649902,7950.899902,7950.899902,156900,43.149903,2
